author,post,ori_topic,ori_id,new_topic,label,type_idx,new_id,arc_id,text,pos_text,text_s,topic,topic_str,seen?,contains_topic?
Tara,"I have two extremely gifted children with ADHD. Their bodies are constantly in motion, and when they were younger, they could be up and wandering the classroom without even being aware of it. They would blurt out answers, talk with their peers, and fidget ceaselessly. Part of it was boredom, yes, but with medication, they were able to learn how to monitor their behavior, to slow down their bodies, and to interact appropriately with their classmates. The teacher was able to provide enrichment lessons instead of focusing on their disruptive behavior. We parents were able to teach them self-control techniques. As they aged, we were able to wean them off meds, and they function just fine in high school. Unmedicated, I doubt they would have received the appropriately differentiated education that has allowed them to succeed in school. If a child truly has ADHD, then denying them medication is the equivalent of denying a near-sighted child glasses.",the a.d.h.d. diagnosis,A5069-P,adhd,1,3,2813,17412381,"[[""two"", ""extremely"", ""gifted"", ""children"", ""adhd""], [""bodies"", ""constantly"", ""motion"", ""younger"", ""could"", ""wandering"", ""classroom"", ""without"", ""even"", ""aware""], [""would"", ""blurt"", ""answers"", ""talk"", ""peers"", ""fidget"", ""ceaselessly""], [""part"", ""boredom"", ""yes"", ""medication"", ""able"", ""learn"", ""monitor"", ""behavior"", ""slow"", ""bodies"", ""interact"", ""appropriately"", ""classmates""], [""teacher"", ""able"", ""provide"", ""enrichment"", ""lessons"", ""instead"", ""focusing"", ""disruptive"", ""behavior""], [""parents"", ""able"", ""teach"", ""self"", ""control"", ""techniques""], [""aged"", ""able"", ""wean"", ""meds"", ""function"", ""fine"", ""high"", ""school""], [""unmedicated"", ""doubt"", ""would"", ""received"", ""appropriately"", ""differentiated"", ""education"", ""allowed"", ""succeed"", ""school""], [""child"", ""truly"", ""adhd"", ""denying"", ""medication"", ""equivalent"", ""denying"", ""near"", ""sighted"", ""child"", ""glasses""]]","[[""CD"", ""RB"", ""JJ"", ""NNS"", ""NNP""], [""NNS"", ""RB"", ""NN"", ""JJR"", ""MD"", ""VBG"", ""NN"", ""IN"", ""RB"", ""JJ""], [""MD"", ""VB"", ""NNS"", ""VB"", ""NNS"", ""VB"", ""RB""], [""NN"", ""NN"", ""UH"", ""NN"", ""JJ"", ""VB"", ""VB"", ""NN"", ""VB"", ""NNS"", ""VB"", ""RB"", ""NNS""], [""NN"", ""JJ"", ""VB"", ""NN"", ""NNS"", ""RB"", ""VBG"", ""JJ"", ""NN""], [""NNS"", ""JJ"", ""VB"", ""NN"", ""NN"", ""NNS""], [""VBD"", ""JJ"", ""VB"", ""NNS"", ""VBP"", ""RB"", ""JJ"", ""NN""], [""JJ"", ""VBP"", ""MD"", ""VBN"", ""RB"", ""VBN"", ""NN"", ""VBN"", ""VB"", ""NN""], [""NN"", ""RB"", ""VBN"", ""VBG"", ""NN"", ""NN"", ""VBG"", ""JJ"", ""VBN"", ""NN"", ""NNS""]]",two extremely gifted children adhd. bodies constantly motion younger could wandering classroom without even aware. would blurt answers talk peers fidget ceaselessly. part boredom yes medication able learn monitor behavior slow bodies interact appropriately classmates. teacher able provide enrichment lessons instead focusing disruptive behavior. parents able teach self control techniques. aged able wean meds function fine high school. unmedicated doubt would received appropriately differentiated education allowed succeed school. child truly adhd denying medication equivalent denying near sighted child glasses,"[""adhd""]",adhd,1,1
A,"Eliminating tax on capital income would benefit me. However, I don't have a high income, nor do I make crucial contributions to domestic economic growth. All my spendable income is from interest, dividends, and capital gains. The total is about the reported median Adjusted Gross Income of Federal tax returns. (I have non-spendable taxable income due to converting money from a traditional IRA to a Roth IRA.) I don't think it would be fair for me to pay no income tax while someone with the same amount of income from labor pays income tax. Count me among those who prefer a democracy that is economically non-optimal to a plutocracy that is economically optimal.",capital gains,A2228-P,captial gains tax,1,2,155,6902054,"[[""eliminating"", ""tax"", ""capital"", ""income"", ""would"", ""benefit""], [""however"", ""n't"", ""high"", ""income"", ""make"", ""crucial"", ""contributions"", ""domestic"", ""economic"", ""growth""], [""spendable"", ""income"", ""interest"", ""dividends"", ""capital"", ""gains""], [""total"", ""reported"", ""median"", ""adjusted"", ""gross"", ""income"", ""federal"", ""tax"", ""returns""], [""non"", ""spendable"", ""taxable"", ""income"", ""due"", ""converting"", ""money"", ""traditional"", ""ira"", ""roth"", ""ira""], [""n't"", ""think"", ""would"", ""fair"", ""pay"", ""income"", ""tax"", ""someone"", ""amount"", ""income"", ""labor"", ""pays"", ""income"", ""tax""], [""count"", ""among"", ""prefer"", ""democracy"", ""economically"", ""non"", ""optimal"", ""plutocracy"", ""economically"", ""optimal""]]","[[""VBG"", ""NN"", ""NN"", ""NN"", ""MD"", ""VB""], [""RB"", ""RB"", ""JJ"", ""NN"", ""VB"", ""JJ"", ""NNS"", ""JJ"", ""JJ"", ""NN""], [""JJ"", ""NN"", ""NN"", ""NNS"", ""NN"", ""NNS""], [""NN"", ""JJ"", ""NN"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""NN"", ""NNS""], [""AFX"", ""JJ"", ""JJ"", ""NN"", ""IN"", ""VBG"", ""NN"", ""JJ"", ""NNP"", ""NNP"", ""NNP""], [""RB"", ""VB"", ""MD"", ""JJ"", ""VB"", ""NN"", ""NN"", ""NN"", ""NN"", ""NN"", ""NN"", ""VBZ"", ""NN"", ""NN""], [""VB"", ""IN"", ""VBP"", ""NN"", ""RB"", ""AFX"", ""JJ"", ""NN"", ""RB"", ""JJ""]]",eliminating tax capital income would benefit. however n't high income make crucial contributions domestic economic growth. spendable income interest dividends capital gains. total reported median adjusted gross income federal tax returns. non spendable taxable income due converting money traditional ira roth ira. n't think would fair pay income tax someone amount income labor pays income tax. count among prefer democracy economically non optimal plutocracy economically optimal,"[""capital"", ""gain"", ""tax""]",capital gain tax,1,0
A,"Eliminating tax on capital income would benefit me. However, I don't have a high income, nor do I make crucial contributions to domestic economic growth. All my spendable income is from interest, dividends, and capital gains. The total is about the reported median Adjusted Gross Income of Federal tax returns. (I have non-spendable taxable income due to converting money from a traditional IRA to a Roth IRA.) I don't think it would be fair for me to pay no income tax while someone with the same amount of income from labor pays income tax. Count me among those who prefer a democracy that is economically non-optimal to a plutocracy that is economically optimal.",capital gains,A2228-P,capital gains tax,1,3,157,6902054,"[[""eliminating"", ""tax"", ""capital"", ""income"", ""would"", ""benefit""], [""however"", ""n't"", ""high"", ""income"", ""make"", ""crucial"", ""contributions"", ""domestic"", ""economic"", ""growth""], [""spendable"", ""income"", ""interest"", ""dividends"", ""capital"", ""gains""], [""total"", ""reported"", ""median"", ""adjusted"", ""gross"", ""income"", ""federal"", ""tax"", ""returns""], [""non"", ""spendable"", ""taxable"", ""income"", ""due"", ""converting"", ""money"", ""traditional"", ""ira"", ""roth"", ""ira""], [""n't"", ""think"", ""would"", ""fair"", ""pay"", ""income"", ""tax"", ""someone"", ""amount"", ""income"", ""labor"", ""pays"", ""income"", ""tax""], [""count"", ""among"", ""prefer"", ""democracy"", ""economically"", ""non"", ""optimal"", ""plutocracy"", ""economically"", ""optimal""]]","[[""VBG"", ""NN"", ""NN"", ""NN"", ""MD"", ""VB""], [""RB"", ""RB"", ""JJ"", ""NN"", ""VB"", ""JJ"", ""NNS"", ""JJ"", ""JJ"", ""NN""], [""JJ"", ""NN"", ""NN"", ""NNS"", ""NN"", ""NNS""], [""NN"", ""JJ"", ""NN"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""NN"", ""NNS""], [""AFX"", ""JJ"", ""JJ"", ""NN"", ""IN"", ""VBG"", ""NN"", ""JJ"", ""NNP"", ""NNP"", ""NNP""], [""RB"", ""VB"", ""MD"", ""JJ"", ""VB"", ""NN"", ""NN"", ""NN"", ""NN"", ""NN"", ""NN"", ""VBZ"", ""NN"", ""NN""], [""VB"", ""IN"", ""VBP"", ""NN"", ""RB"", ""AFX"", ""JJ"", ""NN"", ""RB"", ""JJ""]]",eliminating tax capital income would benefit. however n't high income make crucial contributions domestic economic growth. spendable income interest dividends capital gains. total reported median adjusted gross income federal tax returns. non spendable taxable income due converting money traditional ira roth ira. n't think would fair pay income tax someone amount income labor pays income tax. count among prefer democracy economically non optimal plutocracy economically optimal,"[""capital"", ""gain"", ""tax""]",capital gain tax,1,0
JJ Horsman,"This lady's ignorance is profound. For instance, soy does not contain estrogen. The molecular structure of soy appears similar to estrogen, but it is NOT estrogen and the body doesn't treat it as such. This is a myth, perpetrated by the dairy industry for obvious reasons. I am a vegan, and both my children are vegans from the day they were born. This is anecdotal evidence, but they are both usually tall, strong, healthy. One is getting a Ph.d and the other had a perfect score on the army intelligence test; both are irritating know it alls, definitely playing with full decks.. Because they were raised with compassionate hearts, they are both the kindest and most thoughtful people I know. Both of them have thanked me and their father repeatedly for raising them vegetarians.",veganism,A104-P,veganism,1,3,8355,6074662,"[[""lady"", ""'s"", ""ignorance"", ""profound""], [""instance"", ""soy"", ""contain"", ""estrogen""], [""molecular"", ""structure"", ""soy"", ""appears"", ""similar"", ""estrogen"", ""estrogen"", ""body"", ""n't"", ""treat""], [""myth"", ""perpetrated"", ""dairy"", ""industry"", ""obvious"", ""reasons""], [""vegan"", ""children"", ""vegans"", ""day"", ""born""], [""anecdotal"", ""evidence"", ""usually"", ""tall"", ""strong"", ""healthy""], [""one"", ""getting"", ""ph.d"", ""perfect"", ""score"", ""army"", ""intelligence"", ""test"", ""irritating"", ""know"", ""alls"", ""definitely"", ""playing"", ""full"", ""decks"", "".."", ""raised"", ""compassionate"", ""hearts"", ""kindest"", ""thoughtful"", ""people"", ""know""], [""thanked"", ""father"", ""repeatedly"", ""raising"", ""vegetarians""]]","[[""NN"", ""POS"", ""NN"", ""JJ""], [""NN"", ""NN"", ""VB"", ""NN""], [""JJ"", ""NN"", ""NN"", ""VBZ"", ""JJ"", ""VB"", ""NN"", ""NN"", ""RB"", ""VB""], [""NN"", ""VBN"", ""NN"", ""NN"", ""JJ"", ""NNS""], [""NN"", ""NNS"", ""NNS"", ""NN"", ""VBN""], [""JJ"", ""NN"", ""RB"", ""JJ"", ""JJ"", ""JJ""], [""CD"", ""VBG"", ""NNPS"", ""JJ"", ""NN"", ""NN"", ""NN"", ""NN"", ""VBG"", ""VBP"", ""VBZ"", ""RB"", ""VBG"", ""JJ"", ""NNS"", ""."", ""VBN"", ""JJ"", ""NNS"", ""JJS"", ""JJ"", ""NNS"", ""VBP""], [""VBN"", ""NN"", ""RB"", ""VBG"", ""NNS""]]",lady 's ignorance profound. instance soy contain estrogen. molecular structure soy appears similar estrogen estrogen body n't treat. myth perpetrated dairy industry obvious reasons. vegan children vegans day born. anecdotal evidence usually tall strong healthy. one getting ph.d perfect score army intelligence test irritating know alls definitely playing full decks .. raised compassionate hearts kindest thoughtful people know. thanked father repeatedly raising vegetarians,"[""veganism""]",veganism,1,0
JJ Horsman,"This lady's ignorance is profound. For instance, soy does not contain estrogen. The molecular structure of soy appears similar to estrogen, but it is NOT estrogen and the body doesn't treat it as such. This is a myth, perpetrated by the dairy industry for obvious reasons. I am a vegan, and both my children are vegans from the day they were born. This is anecdotal evidence, but they are both usually tall, strong, healthy. One is getting a Ph.d and the other had a perfect score on the army intelligence test; both are irritating know it alls, definitely playing with full decks.. Because they were raised with compassionate hearts, they are both the kindest and most thoughtful people I know. Both of them have thanked me and their father repeatedly for raising them vegetarians.",everyone,A105-P,vegetarian,1,2,10382,6074662,"[[""lady"", ""'s"", ""ignorance"", ""profound""], [""instance"", ""soy"", ""contain"", ""estrogen""], [""molecular"", ""structure"", ""soy"", ""appears"", ""similar"", ""estrogen"", ""estrogen"", ""body"", ""n't"", ""treat""], [""myth"", ""perpetrated"", ""dairy"", ""industry"", ""obvious"", ""reasons""], [""vegan"", ""children"", ""vegans"", ""day"", ""born""], [""anecdotal"", ""evidence"", ""usually"", ""tall"", ""strong"", ""healthy""], [""one"", ""getting"", ""ph.d"", ""perfect"", ""score"", ""army"", ""intelligence"", ""test"", ""irritating"", ""know"", ""alls"", ""definitely"", ""playing"", ""full"", ""decks"", "".."", ""raised"", ""compassionate"", ""hearts"", ""kindest"", ""thoughtful"", ""people"", ""know""], [""thanked"", ""father"", ""repeatedly"", ""raising"", ""vegetarians""]]","[[""NN"", ""POS"", ""NN"", ""JJ""], [""NN"", ""NN"", ""VB"", ""NN""], [""JJ"", ""NN"", ""NN"", ""VBZ"", ""JJ"", ""VB"", ""NN"", ""NN"", ""RB"", ""VB""], [""NN"", ""VBN"", ""NN"", ""NN"", ""JJ"", ""NNS""], [""NN"", ""NNS"", ""NNS"", ""NN"", ""VBN""], [""JJ"", ""NN"", ""RB"", ""JJ"", ""JJ"", ""JJ""], [""CD"", ""VBG"", ""NNPS"", ""JJ"", ""NN"", ""NN"", ""NN"", ""NN"", ""VBG"", ""VBP"", ""VBZ"", ""RB"", ""VBG"", ""JJ"", ""NNS"", ""."", ""VBN"", ""JJ"", ""NNS"", ""JJS"", ""JJ"", ""NNS"", ""VBP""], [""VBN"", ""NN"", ""RB"", ""VBG"", ""NNS""]]",lady 's ignorance profound. instance soy contain estrogen. molecular structure soy appears similar estrogen estrogen body n't treat. myth perpetrated dairy industry obvious reasons. vegan children vegans day born. anecdotal evidence usually tall strong healthy. one getting ph.d perfect score army intelligence test irritating know alls definitely playing full decks .. raised compassionate hearts kindest thoughtful people know. thanked father repeatedly raising vegetarians,"[""vegetarian""]",vegetarian,1,1
Alan,"Absolutely they are useful. They are a stand off weapon that puts enemy forces at risk, and they know it. Even if they aren't used the Al Qaeda and other terrorist organization operatives know they are at risk and it makes their operational plans that much more difficult to implement. If nothing else, in Cold War terms, they are an effective deterrent.",attacts,A3936-P,war,1,3,10915,7237962,"[[""absolutely"", ""useful""], [""stand"", ""weapon"", ""puts"", ""enemy"", ""forces"", ""risk"", ""know""], [""even"", ""n't"", ""used"", ""al"", ""qaeda"", ""terrorist"", ""organization"", ""operatives"", ""know"", ""risk"", ""makes"", ""operational"", ""plans"", ""much"", ""difficult"", ""implement""], [""nothing"", ""else"", ""cold"", ""war"", ""terms"", ""effective"", ""deterrent""]]","[[""RB"", ""JJ""], [""NN"", ""NN"", ""VBZ"", ""NN"", ""NNS"", ""NN"", ""VBP""], [""RB"", ""RB"", ""VBN"", ""NNP"", ""NNP"", ""JJ"", ""NN"", ""NNS"", ""VBP"", ""NN"", ""VBZ"", ""JJ"", ""NNS"", ""RB"", ""JJ"", ""VB""], [""NN"", ""RB"", ""NNP"", ""NNP"", ""NNS"", ""JJ"", ""NN""]]",absolutely useful. stand weapon puts enemy forces risk know. even n't used al qaeda terrorist organization operatives know risk makes operational plans much difficult implement. nothing else cold war terms effective deterrent,"[""war""]",war,1,1
Nobody,"As a cancer survivor (14 years in remission after an aggressive lymphoma treated with Chemotherapy and monoclonal antibody therapy) I am happy to say that I made very extensive use of the Google during my treatment. It obviously doesn't replace or 'outrank' my specialists, but I found it was a big help in educating me and filling in background info on my situation and the treatment options that were being recommended. I believe researching options online helped me to ask better questions and ultimately made me a lot more comfortable with the treatment plan my doctors recommended. In most cases, the information I found online agreed with what the docs were telling me. I found that to be very comforting because I didn't just feel like I was taking everything the docs said on blind faith and at face value. In at least 2 cases, the questions I asked did lead to changes in my treatment plan.",medical websites,A2695-P,google as a medical tool,1,3,18984,19640659,"[[""cancer"", ""survivor"", ""14"", ""years"", ""remission"", ""aggressive"", ""lymphoma"", ""treated"", ""chemotherapy"", ""monoclonal"", ""antibody"", ""therapy"", ""happy"", ""say"", ""made"", ""extensive"", ""use"", ""google"", ""treatment""], [""obviously"", ""n't"", ""replace"", ""outrank"", ""specialists"", ""found"", ""big"", ""help"", ""educating"", ""filling"", ""background"", ""info"", ""situation"", ""treatment"", ""options"", ""recommended""], [""believe"", ""researching"", ""options"", ""online"", ""helped"", ""ask"", ""better"", ""questions"", ""ultimately"", ""made"", ""lot"", ""comfortable"", ""treatment"", ""plan"", ""doctors"", ""recommended""], [""cases"", ""information"", ""found"", ""online"", ""agreed"", ""docs"", ""telling""], [""found"", ""comforting"", ""n't"", ""feel"", ""like"", ""taking"", ""everything"", ""docs"", ""said"", ""blind"", ""faith"", ""face"", ""value""], [""least"", ""2"", ""cases"", ""questions"", ""asked"", ""lead"", ""changes"", ""treatment"", ""plan""]]","[[""NN"", ""NN"", ""CD"", ""NNS"", ""NN"", ""JJ"", ""NN"", ""VBN"", ""NNP"", ""JJ"", ""NN"", ""NN"", ""JJ"", ""VB"", ""VBD"", ""JJ"", ""NN"", ""NNP"", ""NN""], [""RB"", ""RB"", ""VB"", ""VB"", ""NNS"", ""VBD"", ""JJ"", ""NN"", ""VBG"", ""VBG"", ""NN"", ""NN"", ""NN"", ""NN"", ""NNS"", ""VBN""], [""VBP"", ""VBG"", ""NNS"", ""RB"", ""VBD"", ""VB"", ""JJR"", ""NNS"", ""RB"", ""VBD"", ""NN"", ""JJ"", ""NN"", ""NN"", ""NNS"", ""VBD""], [""NNS"", ""NN"", ""VBD"", ""RB"", ""VBN"", ""NNS"", ""VBG""], [""VBD"", ""JJ"", ""RB"", ""VB"", ""IN"", ""VBG"", ""NN"", ""NNS"", ""VBD"", ""JJ"", ""NN"", ""NN"", ""NN""], [""JJS"", ""CD"", ""NNS"", ""NNS"", ""VBD"", ""VB"", ""NNS"", ""NN"", ""NN""]]",cancer survivor 14 years remission aggressive lymphoma treated chemotherapy monoclonal antibody therapy happy say made extensive use google treatment. obviously n't replace outrank specialists found big help educating filling background info situation treatment options recommended. believe researching options online helped ask better questions ultimately made lot comfortable treatment plan doctors recommended. cases information found online agreed docs telling. found comforting n't feel like taking everything docs said blind faith face value. least 2 cases questions asked lead changes treatment plan,"[""google"", ""medical"", ""tool""]",google medical tool,1,0
SA,"The cost of schooling children is not shared by parents, it is shared by all taxpayers. Those of us who have no children in the public school system don't get a tax break on that basis. The reason for that is simple: we all benefit from having a well-educated electorate and a well-educated workforce. In paying the taxes that cover the cost of education we both pay it back and pay it forward: repayment for the education we've received, and payment for the children in our communities who'll grow up to be productive members of our society. It's a very large part of the reason that this has been seen as the land of opportunity: Education is free, and open to all. The parents who home-school their children may be helping in their effort, but they are just as responsible for those of us with no school-age children for ensuring the education of ALL children. The next logical step in this proposal is that parents would be directly taxed for the cost of educating their children, and we'd sure see a permanent class divide if that were to happen.",a tax break,A5198-P,public education tax,0,3,1319,3174741,"[[""cost"", ""schooling"", ""children"", ""shared"", ""parents"", ""shared"", ""taxpayers""], [""us"", ""children"", ""public"", ""school"", ""system"", ""n't"", ""get"", ""tax"", ""break"", ""basis""], [""reason"", ""simple"", ""benefit"", ""well"", ""educated"", ""electorate"", ""well"", ""educated"", ""workforce""], [""paying"", ""taxes"", ""cover"", ""cost"", ""education"", ""pay"", ""back"", ""pay"", ""forward"", ""repayment"", ""education"", ""'ve"", ""received"", ""payment"", ""children"", ""communities"", ""'ll"", ""grow"", ""productive"", ""members"", ""society""], [""'s"", ""large"", ""part"", ""reason"", ""seen"", ""land"", ""opportunity"", ""education"", ""free"", ""open""], [""parents"", ""home"", ""school"", ""children"", ""may"", ""helping"", ""effort"", ""responsible"", ""us"", ""school"", ""age"", ""children"", ""ensuring"", ""education"", ""children""], [""next"", ""logical"", ""step"", ""proposal"", ""parents"", ""would"", ""directly"", ""taxed"", ""cost"", ""educating"", ""children"", ""'d"", ""sure"", ""see"", ""permanent"", ""class"", ""divide"", ""happen""]]","[[""NN"", ""VBG"", ""NNS"", ""VBN"", ""NNS"", ""VBN"", ""NNS""], [""PRP"", ""NNS"", ""JJ"", ""NN"", ""NN"", ""RB"", ""VB"", ""NN"", ""NN"", ""NN""], [""NN"", ""JJ"", ""VBP"", ""RB"", ""VBN"", ""NN"", ""RB"", ""VBN"", ""NN""], [""VBG"", ""NNS"", ""VBP"", ""NN"", ""NN"", ""VBP"", ""RP"", ""VB"", ""RB"", ""NN"", ""NN"", ""VB"", ""VBN"", ""NN"", ""NNS"", ""NNS"", ""MD"", ""VB"", ""JJ"", ""NNS"", ""NN""], [""VBZ"", ""JJ"", ""NN"", ""NN"", ""VBN"", ""NN"", ""NN"", ""NN"", ""JJ"", ""JJ""], [""NNS"", ""NN"", ""NN"", ""NNS"", ""MD"", ""VBG"", ""NN"", ""JJ"", ""PRP"", ""NN"", ""NN"", ""NNS"", ""VBG"", ""NN"", ""NNS""], [""JJ"", ""JJ"", ""NN"", ""NN"", ""NNS"", ""MD"", ""RB"", ""VBN"", ""NN"", ""VBG"", ""NNS"", ""MD"", ""RB"", ""VB"", ""JJ"", ""NN"", ""NN"", ""VB""]]",cost schooling children shared parents shared taxpayers. us children public school system n't get tax break basis. reason simple benefit well educated electorate well educated workforce. paying taxes cover cost education pay back pay forward repayment education 've received payment children communities 'll grow productive members society. 's large part reason seen land opportunity education free open. parents home school children may helping effort responsible us school age children ensuring education children. next logical step proposal parents would directly taxed cost educating children 'd sure see permanent class divide happen,"[""public"", ""education"", ""tax""]",public education tax,1,0
Bill Eisen,"I see no reason why appropriate defensive arms shouldn't be sold to Taiwan if it wants to purchase them. And I also see no reason why the latest model F-16's shouldn't be sold to them as well. After all, Taiwan is a US ally in the region so why shouldn't we be willing to support our allies?",arms,A5076-P,taiwan,1,3,1999,4583769,"[[""see"", ""reason"", ""appropriate"", ""defensive"", ""arms"", ""n't"", ""sold"", ""taiwan"", ""wants"", ""purchase""], [""also"", ""see"", ""reason"", ""latest"", ""model"", ""f-16"", ""'s"", ""n't"", ""sold"", ""well""], [""taiwan"", ""us"", ""ally"", ""region"", ""n't"", ""willing"", ""support"", ""allies""]]","[[""VBP"", ""NN"", ""JJ"", ""JJ"", ""NNS"", ""RB"", ""VBN"", ""NNP"", ""VBZ"", ""VB""], [""RB"", ""VBP"", ""NN"", ""JJS"", ""NN"", ""NNP"", ""POS"", ""RB"", ""VBN"", ""RB""], [""NNP"", ""NNP"", ""NN"", ""NN"", ""RB"", ""JJ"", ""VB"", ""NNS""]]",see reason appropriate defensive arms n't sold taiwan wants purchase. also see reason latest model f-16 's n't sold well. taiwan us ally region n't willing support allies,"[""taiwan""]",taiwan,1,1
Alan,"I couldn't agree more, that parents should have a choice. it's america after all. HOWEVER, the school districts then must be allowed to reject the attendance of those unvaccinated students. Let the anti-vaxers start their own private schools that their children can attend, and die from preventable diseases to their hearts content. (and although that is cruel, it is only cruel because that is exactly what will happen to them!)",vaccination,A1533-P,unvaccinated students,1,3,11291,11407718,"[[""could"", ""n't"", ""agree"", ""parents"", ""choice""], [""'s"", ""america""], [""however"", ""school"", ""districts"", ""must"", ""allowed"", ""reject"", ""attendance"", ""unvaccinated"", ""students""], [""let"", ""anti"", ""vaxers"", ""start"", ""private"", ""schools"", ""children"", ""attend"", ""die"", ""preventable"", ""diseases"", ""hearts"", ""content""], [""although"", ""cruel"", ""cruel"", ""exactly"", ""happen""]]","[[""MD"", ""RB"", ""VB"", ""NNS"", ""NN""], [""VBZ"", ""NN""], [""RB"", ""NN"", ""NNS"", ""MD"", ""VBN"", ""VB"", ""NN"", ""JJ"", ""NNS""], [""VB"", ""RB"", ""NNS"", ""VBP"", ""JJ"", ""NNS"", ""NNS"", ""VB"", ""VB"", ""JJ"", ""NNS"", ""NNS"", ""JJ""], [""IN"", ""JJ"", ""JJ"", ""RB"", ""VB""]]",could n't agree parents choice. 's america. however school districts must allowed reject attendance unvaccinated students. let anti vaxers start private schools children attend die preventable diseases hearts content. although cruel cruel exactly happen,"[""unvaccinated"", ""student""]",unvaccinated student,1,1
GED,"The bank CEO's were never made to answer for the crime they committed when they knowingly bundled bad mortgages and sold them to Freddie Mac and Fannie Mae. Eventually the housing market crashed and home owners ended up with homes worth about a third of the mortgaged debt. Our economy is still reeling from the effects of this boondoggle and only the homeowner has been punished by having his credit ruined in this deal. Most lifetime earnings were lost as a result and the big banks are still wheeling and dealing as pre usual in the new mortgage schemes they have put together today. What happened to the funds the Federal Government gave the banks to assist those in underwater home mortgages? Only the banks profited from this bailout, and no one else! Break the big banks up just as was done with ATT many years ago.",control,A1410-P,bank,1,3,3174,10948971,"[[""bank"", ""ceo"", ""'s"", ""never"", ""made"", ""answer"", ""crime"", ""committed"", ""knowingly"", ""bundled"", ""bad"", ""mortgages"", ""sold"", ""freddie"", ""mac"", ""fannie"", ""mae""], [""eventually"", ""housing"", ""market"", ""crashed"", ""home"", ""owners"", ""ended"", ""homes"", ""worth"", ""third"", ""mortgaged"", ""debt""], [""economy"", ""still"", ""reeling"", ""effects"", ""boondoggle"", ""homeowner"", ""punished"", ""credit"", ""ruined"", ""deal""], [""lifetime"", ""earnings"", ""lost"", ""result"", ""big"", ""banks"", ""still"", ""wheeling"", ""dealing"", ""pre"", ""usual"", ""new"", ""mortgage"", ""schemes"", ""put"", ""together"", ""today""], [""happened"", ""funds"", ""federal"", ""government"", ""gave"", ""banks"", ""assist"", ""underwater"", ""home"", ""mortgages""], [""banks"", ""profited"", ""bailout"", ""one"", ""else""], [""break"", ""big"", ""banks"", ""done"", ""att"", ""many"", ""years"", ""ago""]]","[[""NN"", ""NNP"", ""POS"", ""RB"", ""VBN"", ""VB"", ""NN"", ""VBD"", ""RB"", ""VBD"", ""JJ"", ""NNS"", ""VBD"", ""NNP"", ""NNP"", ""NNP"", ""NNP""], [""RB"", ""NN"", ""NN"", ""VBD"", ""NN"", ""NNS"", ""VBD"", ""NNS"", ""JJ"", ""NN"", ""JJ"", ""NN""], [""NN"", ""RB"", ""VBG"", ""NNS"", ""NN"", ""NN"", ""VBN"", ""NN"", ""VBN"", ""NN""], [""NN"", ""NNS"", ""VBN"", ""NN"", ""JJ"", ""NNS"", ""RB"", ""VBG"", ""VBG"", ""AFX"", ""JJ"", ""JJ"", ""NN"", ""NNS"", ""VBN"", ""RB"", ""NN""], [""VBD"", ""NNS"", ""NNP"", ""NNP"", ""VBD"", ""NNS"", ""VB"", ""JJ"", ""NN"", ""NNS""], [""NNS"", ""VBD"", ""NN"", ""NN"", ""RB""], [""VB"", ""JJ"", ""NNS"", ""VBN"", ""DT"", ""JJ"", ""NNS"", ""RB""]]",bank ceo 's never made answer crime committed knowingly bundled bad mortgages sold freddie mac fannie mae. eventually housing market crashed home owners ended homes worth third mortgaged debt. economy still reeling effects boondoggle homeowner punished credit ruined deal. lifetime earnings lost result big banks still wheeling dealing pre usual new mortgage schemes put together today. happened funds federal government gave banks assist underwater home mortgages. banks profited bailout one else. break big banks done att many years ago,"[""bank""]",bank,1,1
